Entity; Entity_Count
http://dbpedia.org/resource/United_States; 10842.0
http://dbpedia.org/resource/George_W._Bush; 7128.0
http://dbpedia.org/resource/Manhattan; 6857.0
http://dbpedia.org/resource/New_York_City; 5978.0
http://dbpedia.org/resource/Democratic_Party_(United_States); 5535.0
http://dbpedia.org/resource/Republican_Party_(United_States); 5348.0
http://dbpedia.org/resource/Bill_Clinton; 5262.0
http://dbpedia.org/resource/New_York_Stock_Exchange; 3902.0
http://dbpedia.org/resource/For_but_not_with; 3418.0
http://dbpedia.org/resource/Military_Intelligence_Directorate_(Israel); 3406.0
http://dbpedia.org/resource/Brooklyn; 3353.0
http://dbpedia.org/resource/California; 3348.0
http://dbpedia.org/resource/Los_Angeles; 3200.0
http://dbpedia.org/resource/Canada; 3170.0
http://dbpedia.org/resource/United_States_Senate; 3112.0
http://dbpedia.org/resource/Soviet_Union; 2869.0
http://dbpedia.org/resource/France; 2851.0
http://dbpedia.org/resource/New_Jersey; 2783.0
http://dbpedia.org/resource/Chicago; 2666.0
http://dbpedia.org/resource/Ade_Easily; 2663.0
http://dbpedia.org/resource/Basketball; 2365.0
http://dbpedia.org/resource/Conservatism; 2359.0
http://dbpedia.org/resource/The_T.O._Show; 2339.0
http://dbpedia.org/resource/White_House; 2305.0
http://dbpedia.org/resource/The_New_York_Times; 2211.0
http://dbpedia.org/resource/American_football; 2166.0
http://dbpedia.org/resource/London; 2159.0
http://dbpedia.org/resource/Communism; 2122.0
http://dbpedia.org/resource/United_Nations; 2064.0
http://dbpedia.org/resource/World_War_II; 2055.0
http://dbpedia.org/resource/The_Bronx; 2041.0
http://dbpedia.org/resource/Democracy; 1993.0
http://dbpedia.org/resource/Japan; 1975.0
http://dbpedia.org/resource/San_Francisco; 1967.0
http://dbpedia.org/resource/Baseball; 1914.0
http://dbpedia.org/resource/The_Price_(Angel); 1834.0
http://dbpedia.org/resource/HIV/AIDS; 1793.0
http://dbpedia.org/resource/Philadelphia; 1788.0
http://dbpedia.org/resource/China; 1772.0
http://dbpedia.org/resource/Connecticut; 1760.0
http://dbpedia.org/resource/Florida; 1746.0
http://dbpedia.org/resource/Atan,_Armenia; 1746.0
http://dbpedia.org/resource/Triumph_Heritage_Empowerment_Rural_Party; 1734.0
http://dbpedia.org/resource/Texas; 1691.0
http://dbpedia.org/resource/Europe; 1683.0
http://dbpedia.org/resource/President_of_the_United_States; 1655.0
http://dbpedia.org/resource/Paris; 1653.0
http://dbpedia.org/resource/BNET; 1649.0
http://dbpedia.org/resource/When_We_On; 1618.0
http://dbpedia.org/resource/Germany; 1592.0
http://dbpedia.org/resource/The_Power_(Snap!_song); 1590.0
http://dbpedia.org/resource/Ronald_Reagan; 1585.0
