Entity; Entity_Count
http://dbpedia.org/resource/United_States; 9570.0
http://dbpedia.org/resource/Manhattan; 7324.0
http://dbpedia.org/resource/New_York_City; 6127.0
http://dbpedia.org/resource/Bill_Clinton; 5453.0
http://dbpedia.org/resource/New_Jersey; 5002.0
http://dbpedia.org/resource/Republican_Party_(United_States); 4902.0
http://dbpedia.org/resource/Democratic_Party_(United_States); 4109.0
http://dbpedia.org/resource/For_but_not_with; 3498.0
http://dbpedia.org/resource/Brooklyn; 3464.0
http://dbpedia.org/resource/Military_Intelligence_Directorate_(Israel); 3428.0
http://dbpedia.org/resource/The_New_York_Times; 3176.0
http://dbpedia.org/resource/California; 2778.0
http://dbpedia.org/resource/Ade_Easily; 2653.0
http://dbpedia.org/resource/United_States_Senate; 2597.0
http://dbpedia.org/resource/Los_Angeles; 2563.0
http://dbpedia.org/resource/China; 2508.0
http://dbpedia.org/resource/The_T.O._Show; 2487.0
http://dbpedia.org/resource/White_House; 2406.0
http://dbpedia.org/resource/Chicago; 2368.0
http://dbpedia.org/resource/The_Bronx; 2285.0
http://dbpedia.org/resource/London; 2270.0
http://dbpedia.org/resource/France; 2225.0
http://dbpedia.org/resource/Basketball; 2178.0
http://dbpedia.org/resource/The_Price_(Angel); 2103.0
http://dbpedia.org/resource/American_football; 2082.0
http://dbpedia.org/resource/Conservatism; 2054.0
http://dbpedia.org/resource/San_Francisco; 1915.0
http://dbpedia.org/resource/Rudy_Giuliani; 1893.0
http://dbpedia.org/resource/Florida; 1890.0
http://dbpedia.org/resource/World_War_II; 1871.0
http://dbpedia.org/resource/Baseball; 1861.0
http://dbpedia.org/resource/When_We_On; 1852.0
http://dbpedia.org/resource/Long_Island; 1813.0
http://dbpedia.org/resource/Canada; 1811.0
http://dbpedia.org/resource/Library; 1804.0
http://dbpedia.org/resource/The_Power_(Snap!_song); 1755.0
http://dbpedia.org/resource/Paris; 1754.0
http://dbpedia.org/resource/Connecticut; 1728.0
http://dbpedia.org/resource/Atan,_Armenia; 1683.0
http://dbpedia.org/resource/Philadelphia; 1646.0
http://dbpedia.org/resource/Japan; 1606.0
http://dbpedia.org/resource/National_Football_League; 1561.0
http://dbpedia.org/resource/Broadway_theatre; 1552.0
http://dbpedia.org/resource/Europe; 1512.0
http://dbpedia.org/resource/Pitcher; 1496.0
http://dbpedia.org/resource/Inflation; 1495.0
http://dbpedia.org/resource/Mexico; 1477.0
http://dbpedia.org/resource/Triumph_Heritage_Empowerment_Rural_Party; 1464.0
http://dbpedia.org/resource/Jazz; 1456.0
http://dbpedia.org/resource/Federal_Bureau_of_Investigation; 1451.0
http://dbpedia.org/resource/Atlanta; 1444.0
http://dbpedia.org/resource/Communism; 1407.0
http://dbpedia.org/resource/National_Basketball_Association; 1378.0
http://dbpedia.org/resource/Texas; 1361.0
http://dbpedia.org/resource/Democracy; 1309.0
http://dbpedia.org/resource/Israel; 1297.0
http://dbpedia.org/resource/Tennis; 1266.0
http://dbpedia.org/resource/Italy; 1251.0
http://dbpedia.org/resource/United_Nations; 1212.0
http://dbpedia.org/resource/Nazi_Germany; 1201.0
