Entity; Entity_Count
Donald_Trump; 3920
The_Police; 3233
Twitter; 2173
Today_%28U.S._TV_program%29; 1585
Hillary_Clinton; 1310
Bill_Clinton; 1281
Woman; 1230
Video; 1177
Shooting; 1170
Protest; 1048
Dallas; 1019
Help%21_%28album%29; 936
Republican_Party_%28United_States%29; 907
Update_%28SQL%29; 870
2016; 829
PIC_microcontroller; 791
Suspect_%281987_film%29; 763
Independence_Day_%28United_States%29; 744
United_States; 733
Barack_Obama; 708
Fireworks; 691
Hat; 683
Dilation_and_curettage; 681
Baton_Rouge%2C_Louisiana; 672
Crash_%282004_film%29; 646
Officer_%28armed_forces%29; 635
Bernie_Sanders; 618
Saturday; 597
Professional_employer_organization; 590
Friday_%281995_film%29; 584
Speech; 572
Democratic_Party_%28United_States%29; 543
Restaurant; 535
Family_%28biology%29; 532
Set_%28deity%29; 531
News_%28band%29; 529
Case_%28singer%29; 517
Republican_National_Convention; 515
Delegate; 511
Check-in; 504
Black_Lives_Matter; 502
Teen_film; 501
Facebook; 501
Pok%C3%A9mon_GO; 493
12-hour_clock; 481
This_Week_%28ABC_TV_series%29; 474
Florida; 472
Home_%282015_animated_film%29; 469
Arrest; 466
Community_%28TV_series%29; 461
Business; 450
Windows_Internet_Name_Service; 447
Thursday; 444
Live_%28band%29; 431
Patrol; 426
Summer; 425
Cops_%28TV_series%29; 403
Monday; 400
Voting; 392
New_Jersey; 389
Kids_%28film%29; 385
Federal_Bureau_of_Investigation; 384
Downtown; 384
Pok%C3%A9mon; 383
Missing_%28film%29; 383
Workweek_and_weekend; 382
Offers; 381
Sunday; 377
Editorial; 372
Tuesday; 369
Republican_National_Committee; 369
Minnesota; 369
Leadership; 365
Lawsuit; 365
Wednesday; 358
Month; 357
Candidate; 357
Storm; 355
Outside_%28magazine%29; 355
Employment; 354
President_of_the_United_States; 353
Gun; 350
Student; 348
Mike_Pence; 344
VP_Records; 343
10_%28film%29; 343
Fan_%28person%29; 338
Join_%28SQL%29; 337
Rallying; 330
Salary; 329
Honour; 326
Nice; 324
Sergeant; 313
Priests_of_the_Sacred_Heart; 311
Heparin-induced_thrombocytopenia; 305
Death; 304
California; 301
Race_%28human_categorization%29; 297
Prison; 297
Crowd; 296
Car; 294
Ohio; 292
Lead_generation; 290
Debate; 290
START_I; 288
Photograph; 288
Veteran; 285
Study_skills; 284
Lead; 284
Olympic_Games; 282
Accident; 281
Star; 280
Email; 280
Truck; 279
Dog; 279
Allegation; 279
Change.org; 278
Girl; 274
Hospital; 273
Democratic_National_Convention; 272
Question; 271
Zika_virus; 270
Cyclic_adenosine_monophosphate; 270
Reading_%28process%29; 268
Dallas_Police_Department; 268
Stabbing; 265
Associated_Press; 264
Parent; 263
Alabama; 263
Traffic_%28band%29; 261
Tim_Kaine; 261
Supporter; 258
Sikh; 258
Texas; 256
Association_football; 254
Meeting; 253
Gallery_%28magazine%29; 253
Sentenced; 251
Need; 248
Utah; 247
Work_%28physics%29; 245
Hit_%28baseball%29; 245
Celebrate%21; 245
Hearing; 243
The_Faces; 242
Adolescence; 241
Por%2C_Armenia; 239
Bing; 239
Retirement; 238
Diyarbak%C4%B1r; 238
Melania_Trump; 237
Wildfire; 235
Speak_%28film%29; 235
Swimming_%28sport%29; 233
Shooting_of_Oscar_Grant; 233
Annual_plant; 233
The_Weather_Channel; 231
Run_%28baseball%29; 231
Concert; 231
Million; 230
Festival; 230
City_council; 230
Major_League_Baseball_All-Star_Game; 229
Wisconsin; 228
Cannabis_%28drug%29; 227
Try; 226
Savannah%2C_Georgia; 224
Counties_of_Iran; 224
Maine; 223
Homelessness; 222
Hillary_Clinton_email_controversy; 219
Americans; 217
Safe; 216
Chief_of_police; 216
Arizona; 216
Pennsylvania; 214
Hundred_%28county_division%29; 214
Apartment; 214
Funeral; 212
Penny; 211
Violence; 210
Virginia; 207
15_%28number%29; 207
Book_of_Job; 205
Fundraising; 204
Driving_under_the_influence; 204
New_York; 203
Looking; 202
Leaf; 202
Law; 201
11_%28number%29; 201
Hurt_%28Nine_Inch_Nails_song%29; 200
Running_mate; 199
Contraction_%28grammar%29; 199
Budget; 199
Vigil; 198
Food; 198
Heroin; 196
September_11_attacks; 195
Joba_Chamberlain; 195
HOT_%28missile%29; 195
Game; 195
Fun_%28band%29; 194
Ford_Probe; 193
Opinion; 192
Victim_%281961_film%29; 190
Time_%28magazine%29; 190
Starting_pitcher; 190
Ll; 190
Goes; 190
Political_campaign; 189
Murder; 189
Gratuity; 189
Career; 189
Address_%28geography%29; 189
Volunteering; 188
House_%28TV_series%29; 188
20_%28number%29; 188
Man; 185
Philadelphia; 184
Favourite; 184
Kevin_Durant; 183
Heat; 183
Signs_%28film%29; 182
Look_%28American_magazine%29; 182
Race_and_ethnicity_in_the_United_States_Census; 181
Issues_%28band%29; 181
Infant; 181
Column; 181
Health; 180
ConocoPhillips; 180
Parade; 179
Mom_%28TV_series%29; 179
Construction; 179
Alleged_%28horse%29; 179
Patience; 178
Party; 178
Last_Night_%282010_film%29; 178
The_Gunman_%28film%29; 177
Image; 177
Hiking; 176
Traffic_collision; 175
Flood; 175
Fear; 175
Alton%2C_Hampshire; 175
Donation; 174
Mother; 173
Baltimore; 173
12; 173
Homicide; 172
Youth; 171
Racism; 171
Neighbourhood; 171
Miami; 171
Nomination; 170
Illinois; 170
Family_%28US_Census%29; 170
Shooter_%282007_film%29; 169
Par%C3%A1; 169
Golden_State_Warriors; 169
Water; 168
Trial; 168
Money; 168
Law_enforcement; 168
Safety; 167
Conviction; 167
Connecticut; 167
Michelle_Obama; 166
How-to; 166
Education; 166
Athlete; 166
Underway; 165
Experience; 165
Court; 165
Washington_%28state%29; 164
Travel; 164
Indictment; 164
Beat_%28music%29; 164
Sales; 163
Percentage; 162
FY%C3%9CTCH; 162
Letter_%28alphabet%29; 161
Details_%28magazine%29; 161
Resignation; 159
July_4; 159
14_%28number%29; 159
Town; 158
Rain; 158
Decision-making; 158
Acre; 158
National_Football_League; 157
History; 157
Coach_%28sport%29; 157
Beer; 157
Applied_Digital_Data_Systems; 157
Threat; 156
Sandy_Hook_Elementary_School_shooting; 156
Russia; 156
Running; 156
Thought; 155
Resident; 155
Lot_%28biblical_person%29; 155
Hand; 154
Politics; 153
Green_Bay_Packers; 152
Forward_%28association_football%29; 152
Baseball; 151
16_%28number%29; 151
Thunderstorm; 149
Plagiarism; 149
Drug; 149
Ask.com; 149
100_%28number%29; 149
Mahtab_Keramati; 148
Arizona%27s_Instrument_to_Measure_Standards; 148
United_States_Senate; 147
This_Morning_%28TV_programme%29; 147
Tennessee; 147
Stolen_%282012_film%29; 147
RT_%28TV_network%29; 147
Nation; 147
Ted_Cruz; 146
Set_%28mathematics%29; 146
Iowa; 146
Hope; 146
Hans-Dieter_Sues; 146
Complaint; 146
Wanted_%282008_film%29; 145
San_Jose%2C_California; 145
Rio_de_Janeiro; 145
North_Dakota; 145
National_Basketball_Association; 145
Course_%28navigation%29; 145
Assault; 145
Kingdom_of_Castile; 144
Indiana; 144
Id%2C_ego_and_super-ego; 144
Vehicle; 143
Hosts_%28file%29; 143
Feds; 143
Ice_cream; 142
Dayton%2C_Ohio; 142
Church_%28building%29; 142
Basketball; 142
Finally_%28CeCe_Peniston_song%29; 141
