Entity; Entity_Count
2016; 7
24%2F7_service; 4
2017; 4
Washington_%28state%29; 3
Twitter; 3
Alabama; 3
Victory; 2
Through_the_Years_%28Kenny_Rogers_song%29; 2
The_Faces; 2
Suspect_%281987_film%29; 2
Snow; 2
San_Bernardino_County%2C_California; 2
Safe; 2
Political_corruption; 2
Pole_star; 2
Peach_Bowl; 2
PIC_microcontroller; 2
New_Year%27s_Eve; 2
Man_of_the_Year_%282006_film%29; 2
Kansas; 2
Check-in; 2
Big_Run%2C_Jefferson_County%2C_Pennsylvania; 2
Yale_University; 1
Wonderful_%28Everclear_song%29; 1
Whisky; 1
Whale; 1
Washington_Huskies; 1
Volunteering; 1
Vigil; 1
Video; 1
Urban_Meyer; 1
Upgrade; 1
Unknown_%282011_film%29; 1
Two_Women; 1
Tweet_%28singer%29; 1
Turkey; 1
Trooper_%28band%29; 1
Transgender; 1
Transfer_tax; 1
Train_station; 1
Top_40; 1
Times_Square; 1
Thomas_Branigan_Memorial_Library; 1
The_Words_%28film%29; 1
The_Washington_Post; 1
The_National_Forest_%28England%29; 1
The_Naked_Man_%28How_I_Met_Your_Mother%29; 1
The_Drop_%28film%29; 1
The_Core; 1
Tackle_%28football_move%29; 1
T-1000; 1
Syrian_Civil_War; 1
Student; 1
Street-level_characters_of_The_Wire; 1
Storm; 1
State_media; 1
Starting_pitcher; 1
Spirit; 1
Solution; 1
Socastee%2C_South_Carolina; 1
Snap%21; 1
Slovenia; 1
Skimmed_milk; 1
Showcase_%28Canadian_TV_channel%29; 1
Set_%28deity%29; 1
Save_%28baseball%29; 1
Santa_Cruz%2C_California; 1
San_Francisco_Bay_Area; 1
Rose; 1
Roman_Forum; 1
Roll_Tide; 1
Robert_Louis_Stevenson; 1
Regulatory_compliance; 1
Redman_%28rapper%29; 1
Redlands%2C_California; 1
Punch_%28drink%29; 1
Professional_employer_organization; 1
Printing; 1
Portland_metropolitan_area; 1
Police_Woman_%28TV_series%29; 1
Police_Report; 1
Photograph; 1
Petal; 1
Pennsylvania_State_University; 1
Parte%C5%A1; 1
Parable_of_the_Good_Samaritan; 1
Orlando%2C_Florida; 1
Ohio_State_Buckeyes; 1
OK; 1
Nightclub; 1
New_Year%27s_Day; 1
New_Brighton_A.F.C.; 1
National_Football_League_draft; 1
Museum; 1
Minimum_wage; 1
Mendoza%2C_Argentina; 1
Medical_state; 1
Medicaid; 1
Meal; 1
Matlacha%2C_Florida; 1
Masterpiece; 1
Mark_Beretta; 1
Louisville%2C_Kentucky; 1
Lot_%28biblical_person%29; 1
Looking_Forward; 1
Looking; 1
Kokomo_%28song%29; 1
Kickoff_%28gridiron_football%29; 1
Judiciary_of_Texas; 1
January_7; 1
Iyanla_Vanzant; 1
Istanbul; 1
Issues_%28band%29; 1
Illinois; 1
If_I_Could_Be...; 1
Hurdling; 1
Hunting_blind; 1
Hundred_%28county_division%29; 1
Humanity_%28virtue%29; 1
Humane_society; 1
Hope; 1
Homelessness; 1
Home_%282015_animated_film%29; 1
Hip_hip_hooray; 1
High_Point_Regional_High_School; 1
Help%21_%28album%29; 1
Health; 1
Happy_New_Year_%282014_film%29; 1
Handy_%28company%29; 1
Grateful_Dead; 1
Grace_in_Christianity; 1
Government_budget; 1
Government; 1
Gourmet; 1
Gord_Bamford; 1
Goessel%2C_Kansas; 1
Gloucester_County%2C_New_Jersey; 1
Gather.com; 1
Gallery_%28magazine%29; 1
Fugitive; 1
Friends_Forever_%28TV_series%29; 1
Flood; 1
Float_%28parade%29; 1
Fiesta_Bowl; 1
Feds; 1
February; 1
Favourite; 1
Fatality_%28Mortal_Kombat%29; 1
Evening; 1
Editorial_cartoon; 1
East_River; 1
Durham%2C_England; 1
Doug; 1
Diving; 1
Distinguished_Young_Women; 1
Distillation; 1
Discovery_%28law%29; 1
Dinosaur; 1
Depot; 1
Death; 1
Dave_Solomon_%28rugby%29; 1
Database_transaction; 1
Creationism; 1
Crash_%282004_film%29; 1
Craft; 1
Construction_permit; 1
College_football_national_championships_in_NCAA_Division_I_FBS; 1
College_Football_Playoff; 1
Clemson_University; 1
Cincinnati; 1
Child_custody; 1
Charlottesville%2C_Virginia; 1
Celebration%2C_Florida; 1
Ceasefire; 1
Cash; 1
Carriageway; 1
California_Polytechnic_State_University; 1
Calendar; 1
Cabela%27s; 1
Burgum; 1
Brewing; 1
Big_12_Conference; 1
Bienvenidos; 1
Bas_%28rapper%29; 1
Barristers_in_England_and_Wales; 1
Balloon; 1
Bald_eagle; 1
Athlete_of_the_Year; 1
Associated_Press; 1
Arizona%27s_Instrument_to_Measure_Standards; 1
Amphibious_transport_dock; 1
Albemarle%2C_North_Carolina; 1
Alabama_Crimson_Tide_football; 1
Alabama_Crimson_Tide; 1
Achille_Richard; 1
Academy_Award_for_Best_Picture; 1
Abilene%2C_Texas; 1
Aaron_Jones; 1
AMBER_Alert; 1
62; 1
23_%28number%29; 1
100_MPH; 1
.gov; 1
