Article; Time_Relative_Relatedness_Score
http://query.nytimes.com/gst/fullpage.html?res=940DE1DE1E3CF93AA15752C1A96E948260; 8.303867862177654
http://query.nytimes.com/gst/fullpage.html?res=940DE4D7173DF936A15751C1A96E948260; 0.6584304164380433
http://query.nytimes.com/gst/fullpage.html?res=940DE5D61139F933A05753C1A96E948260; 0.3544069281904983
http://query.nytimes.com/gst/fullpage.html?res=940DE4DB173EF931A15753C1A96E948260; 0.30188302742941503
http://query.nytimes.com/gst/fullpage.html?res=940DE2D9103CF930A25752C1A96E948260; 0.25802931135273033
http://query.nytimes.com/gst/fullpage.html?res=940DEEDD103FF935A35752C1A96E948260; 0.17811744780015076
http://query.nytimes.com/gst/fullpage.html?res=940DE4DE163EF936A25753C1A96E948260; 0.13680098617352965
http://query.nytimes.com/gst/fullpage.html?res=940DE5DA113FF930A35752C1A96E948260; 0.13562324650099145
http://query.nytimes.com/gst/fullpage.html?res=940DEEDC1E38F934A25753C1A96E948260; 0.13245085251688749
http://query.nytimes.com/gst/fullpage.html?res=940DE2DD1331F935A25753C1A96E948260; 0.12326758992308066
http://query.nytimes.com/gst/fullpage.html?res=940DE1D61638F936A15751C1A96E948260; 0.0995622497966465
http://query.nytimes.com/gst/fullpage.html?res=940DE7D7103FF934A15752C1A96E948260; 0.053358765715182145
http://query.nytimes.com/gst/fullpage.html?res=940DEED81E31F935A35752C1A96E948260; 0.05284283763026187
http://query.nytimes.com/gst/fullpage.html?res=940DE4DD1039F93BA35751C1A96E948260; 0.05214783766677799
http://query.nytimes.com/gst/fullpage.html?res=940DEFDE163FF930A25752C1A96E948260; 0.03179106390665131
http://query.nytimes.com/gst/fullpage.html?res=940DE0D71F31F932A25751C1A96E948260; 0.02573948979311763
http://query.nytimes.com/gst/fullpage.html?res=940DE1DE103DF937A25751C1A96E948260; 0.02390605294338212
http://query.nytimes.com/gst/fullpage.html?res=940DE3DF1E3BF935A25752C1A96E948260; 0.023516005603424008
http://query.nytimes.com/gst/fullpage.html?res=940DE6DB1638F936A15751C1A96E948260; 0.022128416059013067
http://query.nytimes.com/gst/fullpage.html?res=940DE7DF1538F934A15752C1A96E948260; 0.019820803727747516
http://query.nytimes.com/gst/fullpage.html?res=940DEFDE113AF934A15752C1A96E948260; 0.019122786641717144
http://query.nytimes.com/gst/fullpage.html?res=940DE0DA163BF930A15752C1A96E948260; 0.017048089225156767
http://query.nytimes.com/gst/fullpage.html?res=940DE6DC123BF935A35752C1A96E948260; 0.014039024792259606
http://query.nytimes.com/gst/fullpage.html?res=940DE1DB143EF936A15752C1A96E948260; 0.009235786848513608
http://query.nytimes.com/gst/fullpage.html?res=940DE3D6103EF930A15753C1A96E948260; 0.007270956601304928
http://query.nytimes.com/gst/fullpage.html?res=940DE3DF1F3DF932A25751C1A96E948260; 0.0037098596698199367
http://query.nytimes.com/gst/fullpage.html?res=940DE6DF1F3DF932A25751C1A96E948260; 0.0026675617442212234
http://query.nytimes.com/gst/fullpage.html?res=940DE4DF1F30F937A35751C1A96E948260; 0.001421554806833495
