Entity; Entity_Count
Donald_Trump; 3691
The_Police; 2441
Twitter; 1809
Today_%28U.S._TV_program%29; 1644
Woman; 1445
Olympic_Games; 1334
Video; 1307
United_States; 1254
Help%21_%28album%29; 1093
2016; 986
Windows_Internet_Name_Service; 943
Update_%28SQL%29; 797
Bill_Clinton; 778
PIC_microcontroller; 777
Republican_Party_%28United_States%29; 761
Hat; 728
Saturday; 724
Crash_%282004_film%29; 675
Shooting; 670
Zika_virus; 666
Set_%28deity%29; 636
News_%28band%29; 609
Home_%282015_animated_film%29; 604
Suspect_%281987_film%29; 600
Association_football; 594
Hillary_Clinton; 582
Friday_%281995_film%29; 569
Professional_employer_organization; 566
Facebook; 559
2016_Summer_Olympics; 547
Swimming_%28sport%29; 543
Flood; 539
Ryan_Lochte; 525
Restaurant; 524
Teen_film; 520
Case_%28singer%29; 520
Barack_Obama; 517
Family_%28biology%29; 516
Rio_de_Janeiro; 511
Check-in; 511
Tuesday; 506
Thursday; 487
Monday; 483
Gold; 481
Fan_%28person%29; 480
Sunday; 478
This_Week_%28ABC_TV_series%29; 473
Lawsuit; 452
Student; 436
Arrest; 428
Officer_%28armed_forces%29; 427
Florida; 426
12-hour_clock; 425
Voting; 422
New_Jersey; 422
Priests_of_the_Sacred_Heart; 419
Salary; 418
Michael_Phelps; 415
Kids_%28film%29; 415
START_I; 412
Wednesday; 406
Louisiana; 406
Employment; 403
Editorial; 395
Community_%28TV_series%29; 390
High_school_football; 385
Lead_generation; 383
Month; 382
Business; 381
Protest; 370
Race_%28human_categorization%29; 369
Workweek_and_weekend; 368
Ohio; 362
Allegation; 361
Missing_%28film%29; 358
Parent; 349
Lead; 349
Debate; 347
Dog; 346
Prison; 345
Hospital; 345
Green_Bay_Packers; 341
Candidate; 341
Million; 338
Summer; 331
Joba_Chamberlain; 328
Minnesota; 324
Heparin-induced_thrombocytopenia; 324
Leadership; 321
Death; 321
Autumn; 321
Athlete; 321
California; 318
Veteran; 315
Star; 315
Study_skills; 313
Man; 310
Alabama; 310
Coach_%28sport%29; 309
Quarterback; 306
Infant; 306
Downtown; 305
10_%28film%29; 303
Girl; 301
Car; 301
Texas; 299
Storm; 296
Offers; 294
Rallying; 290
Bing; 290
Murder; 288
Political_campaign; 287
Democratic_Party_%28United_States%29; 286
Hearing; 284
Work_%28physics%29; 283
The_Faces; 281
Run_%28baseball%29; 279
Apartment; 279
Accident; 279
Question; 277
Cannabis_%28drug%29; 276
Starting_pitcher; 274
Sikh; 274
Cyclic_adenosine_monophosphate; 274
Cops_%28TV_series%29; 274
Annual_plant; 273
Colin_Kaepernick; 271
City_council; 271
Traffic_%28band%29; 270
Live_%28band%29; 270
Join_%28SQL%29; 270
Gold_medal; 269
The_Weather_Channel; 268
Hit_%28baseball%29; 268
Festival; 266
President_of_the_United_States; 265
Game; 262
Stabbing; 261
Savannah%2C_Georgia; 261
National_Football_League; 261
Fundraising; 261
Celebrate%21; 260
Volleyball; 259
Gun; 258
Driving_under_the_influence; 258
100_%28number%29; 258
Victim_%281961_film%29; 256
Reading_%28process%29; 255
Primary_election; 255
Por%2C_Armenia; 253
Adolescence; 250
New_York; 249
Gallery_%28magazine%29; 249
Try; 248
Conviction; 248
Sentenced; 247
Back_to_School; 247
Donation; 246
Concert; 246
Honour; 243
Time_%28magazine%29; 241
Fair; 241
Wildfire; 240
Mom_%28TV_series%29; 240
Meeting; 239
Need; 238
Diyarbak%C4%B1r; 238
Volunteering; 237
Twelve_Olympians; 237
Looking; 237
Photograph; 236
Outside_%28magazine%29; 236
Wisconsin; 235
Sergeant; 235
Hiking; 233
