Entity; Entity_Count
Donald_Trump; 3857
The_Police; 2536
Twitter; 2008
Today_%28U.S._TV_program%29; 1638
Video; 1495
Bill_Clinton; 1443
Woman; 1214
Debate; 1138
September_11_attacks; 1001
Help%21_%28album%29; 996
Association_football; 980
Update_%28SQL%29; 922
Protest; 914
Saturday; 880
Hillary_Clinton; 870
Suspect_%281987_film%29; 851
2016; 850
PIC_microcontroller; 826
Hat; 707
United_States; 684
News_%28band%29; 677
Shooting; 673
Friday_%281995_film%29; 669
Student; 644
Barack_Obama; 636
Set_%28deity%29; 624
Facebook; 621
Professional_employer_organization; 577
Crash_%282004_film%29; 572
Game; 557
Thursday; 546
Windows_Internet_Name_Service; 543
High_school_football; 541
START_I; 533
Fan_%28person%29; 530
Autumn; 525
Arrest; 525
National_Football_League; 518
This_Week_%28ABC_TV_series%29; 516
Pipeline_transport; 511
Colin_Kaepernick; 511
Green_Bay_Packers; 504
Voting; 502
Editorial; 499
Check-in; 488
Volleyball; 486
Home_%282015_animated_film%29; 482
Sunday; 468
New_Jersey; 462
Priests_of_the_Sacred_Heart; 450
Lawsuit; 450
Lead_generation; 445
Restaurant; 444
Family_%28biology%29; 443
Hermione_Granger; 437
Teen_film; 431
Live_%28band%29; 430
Case_%28singer%29; 427
Candidate; 421
Community_%28TV_series%29; 411
Republican_Party_%28United_States%29; 408
Month; 408
12-hour_clock; 404
Lead; 402
Florida; 401
Monday; 397
Wednesday; 389
Salary; 388
Minnesota; 388
Labor_Day; 388
Tuesday; 386
Workweek_and_weekend; 379
Pre-exposure_prophylaxis; 376
10_%28film%29; 369
Join_%28SQL%29; 368
Quarterback; 365
Employment; 364
Ohio; 359
Missing_%28film%29; 359
Officer_%28armed_forces%29; 356
Million; 353
California; 351
Business; 349
Alabama; 345
Kids_%28film%29; 343
Glyphosate; 341
Prison; 340
Louisiana_State_University; 336
Honour; 335
Allegation; 335
Leadership; 330
The_Star-Spangled_Banner; 329
Stabbing; 326
Study_skills; 322
Wisconsin; 316
Veteran; 316
Heroin; 315
Girl; 315
Health; 308
Flood; 308
Race_%28human_categorization%29; 305
Gun; 302
Associated_Press; 302
Sikh; 300
Question; 300
New_York; 300
Car; 299
Rallying; 298
Offers; 298
Heparin-induced_thrombocytopenia; 297
Annual_plant; 297
President_of_the_United_States; 295
Meeting; 295
Sergeant; 294
Celebrate%21; 293
Photograph; 290
Retirement; 288
Fundraising; 288
Reading_%28process%29; 287
Death; 285
Need; 282
Festival; 281
Work_%28physics%29; 276
The_Faces; 276
Parent; 276
Hit_%28baseball%29; 276
Hearing; 276
Downtown; 276
Star; 274
Run_%28baseball%29; 272
Democratic_Party_%28United_States%29; 272
Accident; 269
Zika_virus; 268
Texas; 268
Hospital; 268
Wells_Fargo; 267
Utah; 267
Explosion; 265
Contraction_%28grammar%29; 265
City_council; 264
Campus; 264
New_York_City; 263
Coach_%28sport%29; 263
Beat_%28music%29; 258
Washington_%28state%29; 256
Details_%28magazine%29; 256
Opinion; 254
Cops_%28TV_series%29; 254
Starting_pitcher; 250
Political_campaign; 250
Victim_%281961_film%29; 248
Por%2C_Armenia; 248
Look_%28American_magazine%29; 248
Bing; 248
Race_and_ethnicity_in_the_United_States_Census; 247
Vikings; 246
Dog; 245
Volunteering; 242
Threat; 242
Change.org; 242
Joba_Chamberlain; 241
Hurt_%28Nine_Inch_Nails_song%29; 240
Arnold_Palmer; 240
Education; 239
Outside_%28magazine%29; 238
Federal_Bureau_of_Investigation; 238
Arizona; 238
2017; 237
The_Weather_Channel; 235
Murder; 235
Homecoming; 234
Tropical_cyclone; 233
High_school; 232
14_%28number%29; 230
Diyarbak%C4%B1r; 229
Time_%28magazine%29; 226
Looking; 226
Counties_of_Iran; 226
Column; 225
Traffic_%28band%29; 224
Internet_forum; 224
Golf; 223
Cannabis_%28drug%29; 223
Adolescence; 223
20_%28number%29; 223
13_%28number%29; 223
United_States_Senate; 222
Savannah%2C_Georgia; 220
Goes; 218
Gallery_%28magazine%29; 217
Finally_%28CeCe_Peniston_song%29; 217
Try; 216
Charlotte%2C_North_Carolina; 214
Food; 213
Mother; 211
Leaf; 211
Jos%C3%A9_Fern%C3%A1ndez_%28pitcher%29; 210
Man; 209
Email; 207
Athlete; 207
Iowa; 206
Drug; 206
Concert; 206
Immigration; 205
Sentenced; 204
North_Dakota; 204
Money; 204
Key_%28lock%29; 204
Tax; 202
Mom_%28TV_series%29; 202
Lot_%28biblical_person%29; 202
Fine_%28penalty%29; 202
Apartment; 202
Issues_%28band%29; 201
Donation; 201
Auburn_University; 198
Seattle_Seahawks; 197
Running; 197
Driving_under_the_influence; 195
Thought; 194
Beer; 194
Ll; 193
Family_%28US_Census%29; 193
House_%28TV_series%29; 192
Book_of_Job; 192
11_%28number%29; 192
They; 191
Pennsylvania; 191
Kickoff_%28gridiron_football%29; 191
Court; 191
Storm; 190
Construction; 190
IPhone; 189
Apple_Inc.; 189
Victory; 188
Offense_%28sports%29; 188
Law; 188
Career; 188
Sales; 187
Veto; 186
Shopping_mall; 186
Homicide; 186
Seattle; 185
Hiking; 184
Alleged_%28horse%29; 184
Trial; 183
Republican_Party_presidential_debates%2C_2016; 181
Infant; 180
Ask.com; 180
12; 180
Strike_action; 179
Sport; 179
Sexual_assault; 179
Fifty_Shades_of_Grey; 179
Badger; 179
Fun_%28band%29; 178
Fear; 178
Water; 177
This_Morning_%28TV_programme%29; 177
Louisiana; 177
Chicago; 177
15_%28number%29; 176
Par%C3%A1; 174
Clown_%28film%29; 174
Rain; 173
Nebraska; 172
How-to; 172
Homelessness; 172
ConocoPhillips; 172
Lost_%28TV_series%29; 171
30_%28number%29; 171
1%2C000%2C000%2C000; 171
Virginia; 170
Issue_%28legal%29; 170
Signs_%28film%29; 169
Oregon; 169
Online_and_offline; 169
Learning; 169
Jacob_Wetterling; 169
Yard; 168
Availability; 168
Wanted_%282008_film%29; 167
Gratuity; 167
Expert; 167
.se; 167
Shooting_of_Oscar_Grant; 166
Philadelphia; 166
Favourite; 166
25_%28number%29; 166
Traffic_collision; 165
San_Francisco_49ers; 165
Crowd; 165
100_%28number%29; 165
FY%C3%9CTCH; 164
Chief_of_police; 164
Budget; 164
Tulsa%2C_Oklahoma; 163
Set_%28mathematics%29; 163
Last_Night_%282010_film%29; 163
Hundred_%28county_division%29; 163
Racism; 162
Miami; 162
Experience; 162
Patience; 161
United_States_Congress; 160
TOPS_Club; 160
Sandy_Hook_Elementary_School_shooting; 160
Rape; 160
Gams; 159
GRiZ; 159
Funding; 159
Dayton%2C_Ohio; 159
Address_%28geography%29; 159
Neighbors_%282014_film%29; 158
Hosts_%28file%29; 158
Fair; 158
Summer; 157
Letter_%28alphabet%29; 157
Cycling; 157
Bond_%28finance%29; 157
Saint; 156
Plea; 156
Neighbourhood; 156
Indiana; 155
Boulder%2C_Colorado; 155
